200005,1
200010,1
200014,2
200016,1
200018,1
200021,3
200022,1
200023,1
200024,1
200029,1
200031,1
200033,1
200035,1
200036,4
200040,1
200041,4
200043,1
200045,6
200046,5
200047,5
200049,4
200050,4
200053,3
200101,1
200103,1
200105,1
200107,3
200108,2
200109,1
200110,4
200112,1
200121,2
200122,3
200123,19
200126,1
200127,1
200130,6
200131,5
200132,23
200133,9
200134,1
200135,1
200143,3
200144,1
200145,1
200148,5
200149,2
200150,1
200152,2
200202,1
200203,31
200204,3
200205,3
200206,3
200207,3
200208,5
200209,8
200210,6
200215,1
200217,5
200219,2
200220,3
200221,1
200223,3
200224,3
200225,7
200226,3
200227,5
200229,1
200230,2
200231,5
200232,8
200233,9
200234,4
200235,18
200236,1
200237,1
200238,4
200240,1
200241,7
200242,3
200243,4
200245,1
200246,5
200248,1
200250,1
200302,5
200304,1
200306,2
200307,1
200308,1
200310,1
200313,3
200314,4
200316,1
200322,4
200327,1
200328,1
200335,1
200337,5
200338,1
200341,5
200342,1
200343,3
200344,5
200345,26
200346,2
200348,4
200349,3
200350,1
200351,14
200352,2
200402,5
200403,1
200405,5
200407,1
200409,2
200410,2
200413,1
200414,6
200415,1
200416,1
200417,1
200418,1
200419,6
200420,5
200421,9
200422,1
200423,2
200424,1
200425,1
200426,1
200427,4
200428,5
200432,1
200433,2
200434,3
200438,1
200439,3
200440,6
200441,1
200443,3
200445,1
200447,1
200503,1
200504,1
200505,1
200506,1
200514,3
200516,10
200517,10
200521,3
200523,1
200524,2
200525,4
200526,3
200527,1
200528,2
200530,1
200532,1
200535,18
200536,5
200541,1
200542,2
200543,2
200544,2
200546,1
200547,2
200548,1
200549,1
200550,3
200551,1
200602,5
200604,2
200606,6
200607,2
200608,3
200609,5
200616,2
200617,2
200619,1
200621,1
200622,1
200623,1
200627,1
200628,1
200640,1
200642,6
200645,2
200646,4
200647,2
200648,1
200649,3
200650,1
200651,2
200652,2
200653,4
200701,1
200702,1
200704,5
200705,1
200706,4
200707,2
200708,5
200709,6
200711,7
200712,7
200713,4
200714,5
200716,1
200717,2
200718,1
200719,4
200721,1
200722,5
200723,5
200724,4
200725,11
200726,4
200727,4
200728,3
200729,3
200730,4
200731,5
200732,8
200733,3
200734,5
200735,4
200736,4
200737,5
200738,10
200739,4
200740,13
200741,5
200742,4
200743,3
200744,17
200745,11
200746,4
200747,4
200748,4
200749,1
200750,7
200751,5
200752,1
200801,2
200802,1
200803,1
200806,3
200809,3
200813,5
200818,2
200819,1
200821,1
